機構名稱,縣市,行政區,地址全址,特約服務項目,機構電話,電子郵件,機構負責人姓名
賀芯居家有限公司附設新北市私立賀芯居家長照機構,新北市,五股區,新北市五股區新城六路251號1樓(含夾層),喘息服務,986360980,hoxin202309@gmail.com,許恬琪
全佳居家護理所,臺北市,北投區,臺北市北投區中和街40號6樓之45室,居家失能個案家庭醫師照護服務,02-28962900,chuanchia109@gmail.com,全欣怡
達特窩可居家物理治療所,新北市,三峽區,新北市三峽區介壽路一段276巷108弄1號,專業照護服務(CC01),02-26748522,drwalk4u@gmail.com,賴維澤
宏康樂齡健康生活館,臺北市,松山區,臺北市松山區光復北路172號1樓,輔具及居家無障礙環境服務,02-25450095,hokom20200901@gmail.com,李亞真
財團法人弘道老人福利基金會附設臺北市私立西松社區長照機構,臺北市,松山區,臺北市松山區東榮里南京東路五段251巷46弄5號,小規模多機能服務,02-27616300,laughing@hondao.org.tw,王乃弘
永樂健康生活股份有限公司附設臺北市私立秀家人居家長照機構,臺北市,大同區,臺北市大同區長安西路177巷8號1樓,居家服務,933418152,everfun2035@gmail.com,徐立德
臺北市政府社會局委託財團法人臺北市喜樂家族社會福利基金會經營管理大龍峒身障社區長照機構（日間照顧）,臺北市,大同區,臺北市大同區老師里重慶北路3段320號3、4樓,日間照顧服務,02-25922581,joy2020da@gmail.com,陳建信
大安健康股份有限公司附設臺北市私立大安居家長照機構,臺北市,內湖區,臺北市內湖區寶湖里民權東路6段123巷16號6樓,喘息服務,02-8792-2936,daan.homecare@gmail.com,呂以寧
財團法人伊甸社會福利基金會附設新北市私立樹林居家長照機構,新北市,樹林區,新北市樹林區日新街30號1樓,居家服務,02-86741338,eden5060@eden.org.tw,羅紀琼
財團法人伊甸社會福利基金會附設新北市私立樹林居家長照機構,新北市,樹林區,新北市樹林區日新街30號1樓,喘息服務,02-86741338,eden5060@eden.org.tw,羅紀琼
臺北市私立來服居家長照機構,臺北市,大安區,臺北市大安區忠孝東路四段221號12樓(1230室) ,喘息服務,0928-610-498,guderlife@gmail.com,褚晏君
端豈資產管理股份有限公司附設臺北市私立端豈居家長照機構,臺北市,文山區,臺北市文山區忠順街一段18號1樓,居家服務,2936-6360,duanchi202211@gmail.com,吳柏勳
禾群長照有限公司附設新北市私立禾群居家長照機構,新北市,中和區,新北市中和區建八路205號2樓,居家服務,8257-1655#17,wuhsin-ext17@umail.hinet.net,黃朝偉
禾群長照有限公司附設新北市私立禾群居家長照機構,新北市,中和區,新北市中和區建八路205號2樓,喘息服務,8257-1655#17,wuhsin-ext17@umail.hinet.net,黃朝偉
社團法人國際奔享體驗教育發展協會(稻香真光),臺北市,北投區,臺北市北投區稻香路85號1樓,喘息服務,0926-440-000,gallop.points@gmail.com,曾美蘭
承羲有限公司附設新北市私立承羲居家長照機構,新北市,板橋區,新北市板橋區文化路一段329號4樓(A05室),居家服務,956727686,chengxi5398@gmail.com,洪若婷
承羲有限公司附設新北市私立承羲居家長照機構,新北市,板橋區,新北市板橋區文化路一段329號4樓(A05室),喘息服務,956727686,chengxi5398@gmail.com,洪若婷
臺北市政府衛生局委託臺北榮民總醫院經營管理稻香社區長照機構,臺北市,北投區,臺北市北投區稻香路81號4樓,喘息服務,02-28958575,daoxiangfacility@gmail.com,陳威明
洪石數位生活股份有限公司附設新北市私立到咖手居家長照機構,新北市,板橋區,新北市板橋區文化路一段32巷10號1樓,居家服務,2272-6233,info@docaso885.com,林昌坤
洪石數位生活股份有限公司附設新北市私立到咖手居家長照機構,新北市,板橋區,新北市板橋區文化路一段32巷10號1樓,專業照護服務(CC01),2272-6233,info@docaso885.com,林昌坤
恆愛實業有限公司附設新北市私立恆愛居家長照機構,新北市,三重區,新北市三重區重新路四段89號10樓A室,居家服務,2977-5001,hengai2023@gmail.com,張幼枝
恆愛實業有限公司附設新北市私立恆愛居家長照機構,新北市,三重區,新北市三重區重新路四段89號10樓A室,喘息服務,2977-5001,hengai2023@gmail.com,張幼枝
善誠健康事業股份有限公司附設臺北市私立大安善誠居家長照機構,臺北市,大安區,臺北市大安區忠孝東路4段148號7樓717室,居家服務,02-27790951,ltcservice@suncherish.com.tw,林仁德
全備聖恩健康福祉有限公司附設新北市私立愛加倍居家長照機構,新北市,汐止區,新北市汐止區新台五路一段159號13樓之10,居家服務,905565151,ane4450@gmail.com,孫宇瑩
全備聖恩健康福祉有限公司附設新北市私立愛加倍居家長照機構,新北市,汐止區,新北市汐止區新台五路一段159號13樓之10,喘息服務,905565151,ane4450@gmail.com,孫宇瑩
一斗長期照護股份有限公司附設新北市私立一斗居家長照機構,新北市,板橋區,新北市板橋區三民路二段33號14樓(A02室),居家服務,930365022,istilllove10917@gmail.com,游采玲
一斗長期照護股份有限公司附設新北市私立一斗居家長照機構,新北市,板橋區,新北市板橋區三民路二段33號14樓(A02室),喘息服務,930365022,istilllove10917@gmail.com,游采玲
臺北市政府社會局委託財團法人台北市立心慈善基金會經營管理臺北市萬華龍山社區長照機構,臺北市,萬華區,臺北市萬華區青山里梧州街36號3樓之1,喘息服務,02-23361881,longshanold@gmail.com,洪金桐
衛生福利部雙和醫院附設居家護理所(委託臺北醫學大學興建經營),新北市,中和區,新北市中和區中正路291號B1(第二醫療大樓B1社區醫學部),居家失能個案家庭醫師照護服務,02-2249-0088,12049@s.tmu.edu.tw,蘇韻如
臺北市政府社會局委託社團法人中華民國士林靈糧堂社會福利協會經營管理臺北市瑞光社區長照機構,臺北市,內湖區,臺北市內湖區湖元里瑞光路162號2樓之1,喘息服務,226575677,neihurg.dc@slsc.org.tw,劉群茂
新北市私立有鄰社區長照機構,新北市,鶯歌區,新北市鶯歌區文化路237號1樓,家庭托顧服務,0965-598-182,youni202311@gmail.com,邱李春梅
愛迪樂居家職能治療所,臺北市,南港區,臺北市南港區福德街373巷5號15樓,專業照護服務(CC01),,adlers0615@gmail.com,鍾孟修
日日好日社會企業有限公司附設新北市私立時時好時社區長照機構,新北市,蘆洲區,新北市蘆洲區長樂路93號2樓,日間照顧服務,82867600,haoday93@gmail.com,陳芷璿
日日好日社會企業有限公司附設新北市私立時時好時社區長照機構,新北市,蘆洲區,新北市蘆洲區長樂路93號2樓,喘息服務,82867600,haoday93@gmail.com,陳芷璿
達特窩可居家物理治療所,新北市,三峽區,新北市三峽區介壽路一段276巷108弄1號,專業照護服務(CC01),02-26748522,drwalk4u@gmail.com,賴維澤
安安物理治療所,臺北市,士林區,臺北市士林區重慶北路四段136號1樓,專業照護服務(CC01),02-29161003,annysknt@gmail.com,簡淑霞
寶珠職能治療所,臺北市,大安區,臺北市大安區通化街140巷17號2樓,專業照護服務(CC01),02-27329012,Baozhu5880@gmail.com,柯維喬
(桃園特約)鐵牛居家職能治療所,新北市,三峽區,新北市三峽區中山路127號11樓之5,專業照護服務(CC01),912465002,5201314168@yahoo.com.tw,姚柔羽
純馨居家物理治療所,新北市,三峽區,新北市三峽區學勤路182-6號6樓,專業照護服務(CC01),02-86725927,lovebaby2245@gmail.com,鄭家晴
碧華居家職能治療所,新北市,三重區,新北市三重區富華街98號,專業照護服務(CC01),0905-395-539,bihuaotclinic@gmail.com,廖皇閔
長耘股份有限公司附設新北市私立協樂居家長照機構,新北市,新莊區,新北市新莊區思源路601號13樓A7,居家服務,911102728,hs@happysynergy.com.tw,戴雋財
長耘股份有限公司附設新北市私立協樂居家長照機構,新北市,新莊區,新北市新莊區思源路601號13樓A7,喘息服務,911102728,hs@happysynergy.com.tw,戴雋財
躍旭居家物理治療所,新北市,三芝區,新北市三芝區淡金路二段67號4樓之1,專業照護服務,958259580,yxlc2024@gmail.com,林育名
財團法人高雄市私立聖和社會福利慈善事業基金會附設臺北市私立小彎社區長照機構,臺北市,南港區,臺北市南港區向陽路248號1樓,小規模多機能服務,02-27836609,yi89313@yahoo.com.tw,林文雄
花甲樂股份有限公司附設臺北市私立文山花甲樂社區長照機構,臺北市,文山區,臺北市文山區景興路222號1樓,喘息服務,29302806,huajiale2022@gmail.com,唐于婷
社團法人台灣微光行動協會(基隆市),新北市,新店區,新北市新店區文化路80巷11號,交通接送服務,02-29127989,allenwu@bethelight.org.tw,李嘉峰
善誠健康事業股份有限公司附設新北市私立永和善誠社區長照機構,新北市,永和區,新北市永和區保安里中山路一段220號3樓,日間照顧服務,02-22310116,alicia.hung@suncherish.com.tw,林仁德
善誠健康事業股份有限公司附設新北市私立永和善誠社區長照機構,新北市,永和區,新北市永和區保安里中山路一段220號3樓,喘息服務,02-22310116,alicia.hung@suncherish.com.tw,林仁德
佛教慈濟醫療財團法人附設台北慈濟居家護理所,新北市,新店區,新北市新店區明德里建國路289號4樓,居家失能個案家庭醫師照護服務,02-66289779,maggie16471@tzuchi.com.tw,王蘭英
沛熙居家護理所,新北市,汐止區,新北市汐止區新台五路一段95號16樓之1(R3室),專業照護服務,0986-125697,peiyi1121106@gmail.com,陳沛希
台灣基督長老教會馬偕醫療財團法人附設馬偕居家護理所,臺北市,中山區,臺北市中山區健民中山北路二段96巷9號,居家失能個案家庭醫師照護服務,02-25433535#3450,a3547@mmh.org.tw,吳宜庭
品佳居家有限公司附設新北市私立品佳居家長照機構,新北市,淡水區,新北市淡水區民權路111號3樓B06室,居家服務,978907689,huang.cleo@gmail.com,黃怡仁
品佳居家有限公司附設新北市私立品佳居家長照機構,新北市,淡水區,新北市淡水區民權路111號3樓B06室,喘息服務,978907689,huang.cleo@gmail.com,黃怡仁
寶珠職能治療所,臺北市,大安區,臺北市大安區通化街140巷17號2樓,專業照護服務,02-27329012,Baozhu5880@gmail.com,柯維喬
尚好物理治療所,臺北市,士林區,臺北市士林區重慶北路四段250號3樓,專業照護服務,2816-4533#325,gn01710202@gmail.com,周祺鈞
安德利互聯網股份有限公司附設臺北市私立安德利居家長照機構,臺北市,中山區,臺北市中山區復華里長春路410號10樓之1,喘息服務,02-2511-9069,Anderly0101@gmail.com,李盛豊
詮順居家長照有限公司附設臺北市私立詮順居家長照機構,臺北市,中山區,臺北市中山區力行里復興北路62號2樓之2,喘息服務,02-2773-0398,welldone82941629@gmail.com,林倖如
明倉健康事業股份有限公司附設新北市私立恩倉居家長照機構,新北市,林口區,新北市林口區湖南里仁愛路二段502號13樓之3(1306D室),居家服務,935304859,encangcare@gmail.com,黃周月桂
明倉健康事業股份有限公司附設新北市私立恩倉居家長照機構,新北市,林口區,新北市林口區湖南里仁愛路二段502號13樓之3(1306D室),喘息服務,935304859,encangcare@gmail.com,黃周月桂
泉益居家有限公司附設新北市私立鑫益居家長照機構,新北市,土城區,新北市土城區清水路47之1號1樓,居家服務,917738763,shinyi11210@gmail.com,詹弘毅
泉益居家有限公司附設新北市私立鑫益居家長照機構,新北市,土城區,新北市土城區清水路47之1號1樓,喘息服務,917738763,shinyi11210@gmail.com,詹弘毅
新北市私立秝達居家長照機構,新北市,板橋區,新北市板橋區新海路330號2樓,專業照護服務,909040908,ball658@yahoo.com.tw,郭宜錚
適群健康事業有限公司附設臺北市私立頤家社區長照機構,臺北市,大安區,臺北市大安區和安里信義路三段147巷17弄5號1樓,日間照顧服務,(02)27063700,ejiadaycare@gmail.com,宋偉豪
新北市私立佳和護理之家,新北市,板橋區,新北市板橋區江寧路3段29號2樓,喘息服務,22552648,tseng6894@gmail.com,曾榆茜
社團法人台灣樂康協會,臺北市,松山區,臺北市松山區三民路113巷12號6樓,交通接送服務,02-77230088,laughflower@gmail.com,陳淑貞
百恩居家長照有限公司附設新北市私立百恩居家長照機構,新北市,汐止區,新北市汐止區建成路59巷89號1樓,居家服務,919988079,biowon5989@gmail.com,吳秀梅
百恩居家長照有限公司附設新北市私立百恩居家長照機構,新北市,汐止區,新北市汐止區建成路59巷89號1樓,喘息服務,919988079,biowon5989@gmail.com,吳秀梅
新北市三峽區老人會(秀川站)(社照C),新北市,三峽區,新北市三峽區秀川里忠孝街25之5號1樓、2樓,巷弄長照站,986198672,a0901315119@gmail.com,駱傳承
新北市私立新莊不老社區長照機構,新北市,新莊區,新北市新莊區興漢里中正路160號3樓,日間照顧服務,937917829,longtermcare.xz2@gmail.com,陳昱翔
新北市私立新莊不老社區長照機構,新北市,新莊區,新北市新莊區興漢里中正路160號3樓,喘息服務,937917829,longtermcare.xz2@gmail.com,陳昱翔
好拾光居家有限公司附設臺北市私立好拾光居家長照機構,臺北市,士林區,臺北市士林區重慶北路四段248號4樓407室,居家服務,955166071,carpediem11203@gmail.com,邱浩宇
國立臺灣大學醫學院附設醫院北護分院附設護理之家,臺北市,萬華區,臺北市萬華區內江街87號7、8、9樓,喘息服務,02-23717101分機218800,B27036@bh.ntuh.gov.tw,陳瑩琪
